Mileage,Cylinder,Liter,Cruise,Sound,Leather,Price
12303,4,1.8,1,1,1,17803.2790885373
16078,4,1.8,0,1,0,16353.0965174458
17053,4,1.8,0,0,1,15977.9110836416
18206,4,1.8,0,0,0,15568.9742374606
21307,4,1.8,0,0,0,15589.7804827673
21391,4,1.8,0,1,1,15730.0462662228
21461,4,1.8,0,0,0,15802.6528608571
27438,4,1.8,0,0,1,15086.8995924996
31424,4,1.8,0,0,0,14396.2705572748
31791,4,1.8,1,1,1,14869.2820668754
2973,4,1.8,0,0,0,16927.7797609853
4463,4,1.8,1,0,1,17418.0687339161
8754,4,1.8,0,1,0,16379.0987013225
9150,4,1.8,0,0,0,16706.6740679176
12610,4,1.8,1,1,1,17214.3250783242
14304,4,1.8,0,0,1,15821.9497181568
21688,4,1.8,0,0,0,14398.9226925764
23217,4,1.8,1,1,1,15622.1210978799
23323,4,1.8,0,1,1,14909.0509877878
24270,4,1.8,0,0,0,14853.1990111087
10340,4,2,1,1,0,35622.1394954598
12251,4,2,1,0,0,34819.2971215224
17711,4,2,1,1,0,34355.0037276856
19112,4,2,1,1,1,32737.0845459477
20925,4,2,1,0,1,33540.5361050909
21208,4,2,1,1,0,31970.5420754806
21661,4,2,1,0,1,33287.4095986934
23553,4,2,1,1,0,32075.9848736352
24559,4,2,1,0,0,31969.069811509
35157,4,2,1,0,0,27666.2310781907
3907,4,2,1,0,1,29246.2373350634
16068,4,2,1,0,0,26337.8305976223
16688,4,2,1,0,0,26775.0320894973
19569,4,2,1,1,0,25299.969638711
21266,4,2,1,1,0,24896.5976042019
21433,4,2,1,1,1,25996.806401851
26345,4,2,1,1,1,24801.6171939494
27674,4,2,1,1,1,24063.0126849204
27686,4,2,1,0,0,23249.8416851407
50387,4,2,1,0,1,22244.8765534137
3828,4,2,1,1,1,37088.5624130989
17381,4,2,1,1,1,33381.8191525413
17590,4,2,1,1,1,33358.7677713756
18930,4,2,1,0,1,33586.9060920356
22479,4,2,1,0,0,30731.9416547887
23635,4,2,1,0,0,30315.1694419785
25049,4,2,1,0,0,30166.852511997
27558,4,2,1,0,1,30251.0184173684
31655,4,2,1,1,1,29142.7143855708
32477,4,2,1,1,1,29612.1540481573
10003,4,2,1,1,0,26841.0808354523
10014,4,2,1,0,1,27825.9499732257
14281,4,2,1,1,1,27284.751328203
17319,4,2,1,0,1,27060.137560009
20208,4,2,1,0,1,25618.2818848029
21160,4,2,1,1,1,25790.5141407446
22272,4,2,1,1,1,25148.3791861197
22814,4,2,1,1,1,24852.4952806831
27015,4,2,1,0,0,24173.5258825285
27600,4,2,1,1,0,23733.4022491112
12090,4,2,1,1,1,38324.8090766826
13162,4,2,1,0,1,38167.1735772411
16088,4,2,1,0,1,37383.5034933742
18195,4,2,1,1,0,36338.7513277082
21167,4,2,1,1,0,35580.3323139701
21293,4,2,1,0,1,35304.4947015331
24031,4,2,1,0,1,34392.9952720589
25420,4,2,1,0,0,33984.4307696561
27051,4,2,1,0,1,33248.3425242806
48991,4,2,1,1,1,28777.9596947893
3867,4,2,1,1,0,32197.3404660841
5144,4,2,1,1,0,32053.0971610174
10800,4,2,1,1,0,30274.7105751829
11273,4,2,1,1,0,30353.5855538317
14568,4,2,1,1,1,30122.429735214
22189,4,2,1,0,0,26789.832608196
22328,4,2,1,1,0,28291.7622611159
22598,4,2,1,0,1,27109.4058898042
26400,4,2,1,1,0,27256.4945123153
34175,4,2,1,1,0,25267.3676760421
1676,4,2.3,1,1,1,35033.2154538148
7924,4,2.3,1,0,1,32746.131386501
9795,4,2.3,1,1,1,33183.3325964779
15087,4,2.3,1,1,1,31002.7344199819
22052,4,2.3,1,1,1,30075.9947261702
23143,4,2.3,1,1,1,29844.2040036547
25247,4,2.3,1,1,1,28432.8242125322
26276,4,2.3,1,1,1,28054.9823619217
28598,4,2.3,1,1,1,28502.9624060894
38717,4,2.3,1,0,1,24912.0805808885
16956,4,2.3,1,0,1,31849.3079471873
16975,4,2.3,1,1,1,32649.7605085374
20015,4,2.3,1,1,1,29961.2549386998
20103,4,2.3,1,1,1,31554.4053348239
22105,4,2.3,1,0,1,29914.379575498
22298,4,2.3,1,1,1,30575.2488205866
23426,4,2.3,1,1,1,30271.922299699
25380,4,2.3,1,0,1,28678.0752511886
26503,4,2.3,1,0,1,28829.0280029948
31773,4,2.3,1,0,1,26955.0412017563
6409,4,2.3,1,1,1,33005.7799579319
14278,4,2.3,1,0,1,30661.2601503736
15050,4,2.3,1,0,1,30443.8799002255
16225,4,2.3,1,1,1,30322.1505714047
17317,4,2.3,1,0,1,31153.0089597376
18187,4,2.3,1,1,1,31084.9376070888
18805,4,2.3,1,1,1,31156.5957889098
21960,4,2.3,1,0,1,29114.5445056312
36557,4,2.3,1,1,1,25845.2061145658
40719,4,2.3,1,1,1,24903.477738825
8017,4,2.3,1,0,1,30800.6583893057
14613,4,2.3,1,0,1,28416.4616732055
19854,4,2.3,1,1,1,28185.7762498458
22021,4,2.3,1,1,1,28204.6035781033
22590,4,2.3,1,1,1,26653.2393904185
22881,4,2.3,1,1,1,27610.8642029298
23055,4,2.3,1,1,1,26698.0781510501
23204,4,2.3,1,1,1,27241.4361779617
24738,4,2.3,1,1,1,27703.2039950794
31344,4,2.3,1,1,1,24405.0667596825
17673,4,2.3,1,1,1,30959.9321330918
18464,4,2.3,1,0,1,29986.791500601
19830,4,2.3,1,1,1,29908.1809813928
20685,4,2.3,1,0,1,28328.2665376555
20907,4,2.3,1,0,1,29197.7913004797
21545,4,2.3,1,0,1,29321.0825061895
21822,4,2.3,1,1,1,29481.5287571194
25357,4,2.3,1,0,1,26792.3001565973
26786,4,2.3,1,0,1,27788.813238576
34269,4,2.3,1,1,1,26012.3746248271
4836,4,2.5,1,1,0,27280.9820608802
17431,4,2.5,1,0,1,25959.1220303746
21616,4,2.5,1,1,0,23274.480711416
25218,4,2.5,1,0,1,23329.208255601
2879,4,2.2,1,0,1,16916.8695354706
8507,4,2.2,1,0,0,15639.0367430971
10555,4,2.2,0,0,1,16256.2361676087
12920,4,2.2,1,0,0,15395.0108741514
14376,4,2.2,0,0,0,14881.9554459679
16951,4,2.2,0,1,0,15277.0675875084
17656,4,2.2,1,1,0,14702.7983198284
19455,4,2.2,0,0,1,15033.1503166648
21020,4,2.2,0,1,0,13991.040057075
22255,4,2.2,1,0,1,14771.0034643864
23645,4,2.2,0,0,0,13719.2383075599
24349,4,2.2,1,1,0,13869.1549422775
25981,4,2.2,1,1,0,13518.2352516194
26034,4,2.2,0,0,1,13825.1547111473
26236,4,2.2,0,1,1,13811.155022285
26788,4,2.2,0,0,1,14077.9688527613
26986,4,2.2,1,0,1,14411.8588505463
27231,4,2.2,0,1,0,13600.0341846013
30108,4,2.2,1,1,1,13032.8681007578
38958,4,2.2,0,0,0,11539.0485332856
1737,4,2.2,0,0,1,14739.067235877
2392,4,2.2,1,1,0,15110.1925982804
11836,4,2.2,0,0,0,14202.9971532289
12412,4,2.2,0,0,1,15194.975354069
12878,4,2.2,1,0,0,14116.9215085253
13318,4,2.2,0,0,1,13174.0710094846
14938,4,2.2,1,1,1,13258.3658889343
16163,4,2.2,0,0,1,12791.7510887301
17139,4,2.2,1,0,1,12293.0599622863
18257,4,2.2,0,1,1,13998.1292757712
18511,4,2.2,0,1,1,14568.0022546017
19101,4,2.2,0,1,1,13122.9054570779
19500,4,2.2,1,0,1,13494.2887833531
19853,4,2.2,0,1,1,12036.2167505887
21770,4,2.2,0,1,0,12162.1400468633
21877,4,2.2,0,0,0,12333.6039930145
22758,4,2.2,1,1,0,12099.0145778515
22826,4,2.2,0,0,1,12119.0897017756
23388,4,2.2,0,0,0,11679.9235460711
24069,4,2.2,0,1,0,13216.9120481989
24664,4,2.2,0,1,1,12412.5211068682
24740,4,2.2,1,1,0,12284.2882901235
26328,4,2.2,0,0,1,12594.1830134677
28298,4,2.2,0,1,0,12105.9813355048
28398,4,2.2,0,0,0,11873.5339947913
29707,4,2.2,0,1,1,12965.2232694815
32458,4,2.2,0,0,0,10563.0661617198
32619,4,2.2,1,0,1,11413.5304025367
33962,4,2.2,0,0,0,11504.8245497219
34998,4,2.2,0,1,1,11521.5258881414
5826,6,3,1,1,1,18173.9780839538
7755,6,3,1,1,1,18490.9830288735
10102,6,3,1,0,1,17322.0784042883
10986,6,3,1,0,0,17978.3569977795
14242,6,3,1,0,0,16425.1747960186
16229,6,3,1,0,0,16507.0702674881
19095,6,3,1,1,0,16175.9576042089
20484,6,3,1,1,0,15731.1328968546
25979,6,3,1,1,0,15118.8932283401
35662,6,3,1,0,0,13585.6368021731
